Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly) 
 12/06  02:00:00,26346226.499837284,1120924.1156763742,697531.0351369232,408209.12061285096,164844.6237202743,0.0,6098.0661607408665,4799632.500588597,18974275.71486468,174711.32307692307,0.0 
 12/06  03:00:00,24278096.367705965,747231.8181508987,464980.9786745365,272139.4137419008,66940.78586077194,0.0,2477.3588611545106,4150317.026440759,18399297.662899089,174711.32307692307,0.0 
 12/06  04:00:00,23361046.63650164,747231.8181508987,464980.9786745365,272139.4137419008,40910.92384928022,0.0,1513.4699119510265,3835239.098162697,17824319.610933495,174711.32307692307,0.0 
 12/06  05:00:00,24571072.072084287,830800.7824789592,517042.6460280523,301001.6125189955,33240.17683005424,0.0,1229.4686486207117,4313748.399603603,18399297.662899089,174711.32307692307,0.0 
 12/06  06:00:00,33418133.225731035,2279736.90256547,1418531.5175705115,822423.2989202256,29461.009902872865,4667347.20078476,62572.955357738174,4989073.302687899,18974275.71486468,174711.32307692307,0.0 
 12/06  07:00:00,43466964.82192875,5352080.362597074,3330397.9653719367,1448117.1588262255,136252.7058159484,3828535.833171978,54652.65126488047,7868028.899076765,21274187.922727087,174711.32307692307,0.0 
 12/06  08:00:00,50712380.71766319,6772905.533074146,4214493.236379812,0.0,242177.44852340444,3336823.5167502516,51944.91019452971,11770246.567109172,24149078.182555066,174711.32307692307,0.0 
 12/06  09:00:00,52718380.55623768,7197625.315216756,4478852.137655444,0.0,47259.56077700853,1930180.332840459,26997.202131463964,14138698.450019073,24724056.23452066,174711.32307692307,0.0 
 12/06  10:00:00,55495158.7312277,7398679.715684263,4603943.100404167,0.0,0.0,1910132.341205412,25364.11649147814,16658271.899844783,24724056.23452066,174711.32307692307,0.0 
 12/06  11:00:00,55285672.605335067,7197472.538316704,4478733.003405208,0.0,0.0,1636375.2848102286,21556.289830798058,17052767.931374626,24724056.23452066,174711.32307692307,0.0 
 12/06  12:00:00,56096802.696836549,6918807.47262314,4305273.535060312,0.0,0.0,1096513.4857774177,13882.277231743026,18288580.316580945,25299034.286486258,174711.32307692307,0.0 
 12/06  13:00:00,58440176.79244201,6717600.295255575,4180063.4380613539,0.0,18283.81365122695,1064951.8924855532,166872.46860367375,18435412.149581344,25874012.33845185,174711.32307692307,1808269.0732746893 
 12/06  14:00:00,57695781.24309601,6658475.6349357259,4143250.954738158,0.0,38418.630451302386,391371.9687052808,313246.3018888624,16406012.534656089,25874012.33845185,174711.32307692307,3696281.556191795 
 12/06  15:00:00,56017739.55190648,6738836.284362706,4193287.3398376468,0.0,75815.44792278567,58099.06451617691,228043.22757894774,16483175.99322239,25299034.286486258,174711.32307692307,2766736.5849028669 
 12/06  16:00:00,53941238.50172636,7264541.597439226,4520429.990988115,0.0,118146.21607599018,2014.1128688854515,3644.9789110052957,15408759.89194903,26448990.39041745,174711.32307692307,0.0 
 12/06  17:00:00,64231921.54083538,8764199.64834277,5453608.573093584,1737925.621843405,148259.66649143375,25726.16697716013,4798.68750917141,20323745.359152244,27598946.494348647,174711.32307692307,0.0 
 12/06  18:00:00,82900159.7373896,11596225.044593677,7215842.402597489,4608950.030900703,1743821.6111691734,578955.6984525612,70348.75396849952,27012446.170419747,29898858.702211027,174711.32307692307,0.0 
 12/06  19:00:00,85611818.27364974,14507388.875071165,9027397.811699463,5451934.1529430639,2040510.5037794817,691528.0948785127,82383.68235243405,23162127.07567205,30473836.754176644,174711.32307692307,0.0 
 12/06  20:00:00,77524444.0340037,15124913.10507851,9411605.768713396,5252021.316644567,2094799.9891821678,0.0,76682.4015890008,16640807.531439208,28748902.59827986,174711.32307692307,0.0 
 12/06  21:00:00,68204595.16296962,12856328.916216782,7999984.037656624,4201129.772166229,1990678.6137828762,0.0,72865.07388747356,13884928.983799853,27023968.442383049,174711.32307692307,0.0 
 12/06  22:00:00,59928037.09165616,9736013.509569077,6058334.027295979,3161622.732327506,1937385.5142662316,0.0,70882.06019680354,12915075.58647163,25874012.33845185,174711.32307692307,0.0 
 12/06  23:00:00,51608579.6339629,8377215.760512831,5212719.119114616,2759950.9124533056,1438548.5264067357,0.0,53129.347242216856,10593182.56653244,22999122.078623874,174711.32307692307,0.0 
 12/06  24:00:00,36894326.73946543,3762436.7175633169,2341226.285655135,1370171.3147942562,1025538.676997765,0.0,37870.23884014882,7483162.311776513,20699209.870761459,174711.32307692307,0.0 
 12/07  01:00:00,30207397.516251599,1868155.9338272736,1162512.0138114598,680348.5343547517,822679.5887306675,0.0,30373.032863360277,5344385.270791238,20124231.818795895,174711.32307692307,0.0 
 12/07  02:00:00,26837041.964422864,1120924.1156763742,697531.0351369232,408209.12061285096,638199.3310317034,0.0,23558.823434885755,4799632.500588597,18974275.71486468,174711.32307692307,0.0 
 12/07  03:00:00,24686016.23491578,747231.8181508987,464980.9786745365,272139.4137419008,460342.55884285017,0.0,16995.45308889501,4150317.026440759,18399297.662899089,174711.32307692307,0.0 
 12/07  04:00:00,23704044.364717235,747231.8181508987,464980.9786745365,272139.4137419008,371698.45997500277,0.0,13723.662001829212,3835239.098162697,17824319.610933495,174711.32307692307,0.0 
 12/07  05:00:00,24895791.576454216,830800.7824789592,517042.6460280523,301001.6125189955,346400.1625587744,0.0,12788.987289828805,4313748.399603603,18399297.662899089,174711.32307692307,0.0 
 12/07  06:00:00,32821738.00741291,2279736.90256547,1418531.5175705115,822423.2989202256,341223.57077204188,3763417.8952350809,58344.48172012414,4989073.302687899,18974275.71486468,174711.32307692307,0.0 
 12/07  07:00:00,43090938.1988215,5352080.362597074,3330397.9653719367,1448117.1588262255,620195.8403324749,2964834.0778001367,58384.64901293672,7868028.899076765,21274187.922727087,174711.32307692307,0.0 
 12/07  08:00:00,50728061.70476769,6772905.533074146,4214493.236379812,0.0,1019443.0358594826,2559075.2273891188,68108.59932409828,11770246.567109172,24149078.182555066,174711.32307692307,0.0 
 12/07  09:00:00,52402345.757977988,7197625.315216756,4478852.137655444,0.0,495998.5552985629,1160870.818099832,31532.92409083432,14138698.450019073,24724056.23452066,174711.32307692307,0.0 
 12/07  10:00:00,54482745.246142599,7398679.715684263,4603943.100404167,0.0,84492.83204098579,826188.6375157199,12401.50305507513,16658271.899844783,24724056.23452066,174711.32307692307,0.0 
 12/07  11:00:00,54354846.522746328,7197472.538316704,4478733.003405208,0.0,77289.47958759025,639918.082317834,9897.930146863264,17052767.931374626,24724056.23452066,174711.32307692307,0.0 
 12/07  12:00:00,55564268.06761058,6918807.47262314,4305273.535060312,0.0,76335.15485136249,493387.21814230378,8138.760789528108,18288580.316580945,25299034.286486258,174711.32307692307,0.0 
 12/07  13:00:00,56291436.19570462,6717600.295255575,4180063.4380613539,0.0,76956.0129904834,820883.0451358957,11797.593151381669,18435412.149581344,25874012.33845185,174711.32307692307,0.0 
 12/07  14:00:00,53746205.72785231,6658475.6349357259,4143250.954738158,0.0,76371.4451050465,406254.5934726749,7116.903415819657,16406012.534656089,25874012.33845185,174711.32307692307,0.0 
 12/07  15:00:00,53333351.4951084,6738836.284362706,4193287.3398376468,0.0,92939.72570283237,344553.0931093149,6813.449310557975,16483175.99322239,25299034.286486258,174711.32307692307,0.0 
 12/07  16:00:00,54230933.500808138,7264541.597439226,4520429.990988115,0.0,109846.7636279074,296961.4004225731,6692.142887185398,15408759.89194903,26448990.39041745,174711.32307692307,0.0 
 12/07  17:00:00,68466882.9939519,8764199.64834277,5453608.573093584,1737925.621843405,137242.5168853239,317788.68157566428,315318.6955914281,20323745.359152244,27598946.494348647,174711.32307692307,3643396.080041877 
 12/07  18:00:00,87789456.28509306,11596225.044593677,7215842.402597489,4608950.030900703,2212931.532580793,923364.9791794017,399184.0985535909,27012446.170419747,29898858.702211027,174711.32307692307,3746942.0009799126 
 12/07  19:00:00,87270564.68851224,14507388.875071165,9027397.811699463,5451934.1529430639,2442068.8893867258,977607.381389026,171860.21986111819,23162127.07567205,30473836.754176644,174711.32307692307,881632.2052360579 
 12/07  20:00:00,77875625.85627508,15124913.10507851,9411605.768713396,5252021.316644567,2433492.63775786,0.0,89171.57528470094,16640807.531439208,28748902.59827986,174711.32307692307,0.0 
 12/07  21:00:00,68301909.77561647,12856328.916216782,7999984.037656624,4201129.772166229,2084529.5963231717,0.0,76328.70399402728,13884928.983799853,27023968.442383049,174711.32307692307,0.0 
 12/07  22:00:00,60061450.80767359,9736013.509569077,6058334.027295979,3161622.732327506,2066042.2120243223,0.0,75639.07845615124,12915075.58647163,25874012.33845185,174711.32307692307,0.0 
 12/07  23:00:00,51613855.1925596,8377215.760512831,5212719.119114616,2759950.9124533056,1443670.1604795242,0.0,53283.27176614273,10593182.56653244,22999122.078623874,174711.32307692307,0.0 
 12/07  24:00:00,36851241.630528438,3762436.7175633169,2341226.285655135,1370171.3147942562,984012.3896209593,0.0,36311.417279952315,7483162.311776513,20699209.870761459,174711.32307692307,0.0 
 12/08  01:00:00,30083427.785495018,1868155.9338272736,1162512.0138114598,680348.5343547517,703145.0064735373,0.0,25937.88436391193,5344385.270791238,20124231.818795895,174711.32307692307,0.0 
 12/08  02:00:00,26719084.0132393,1120924.1156763742,697531.0351369232,408209.12061285096,524454.6698648773,0.0,19345.533418153398,4799632.500588597,18974275.71486468,174711.32307692307,0.0 
 12/08  03:00:00,24637065.94319519,747231.8181508987,464980.9786745365,272139.4137419008,413146.1783439972,0.0,15241.541867157197,4150317.026440759,18399297.662899089,174711.32307692307,0.0 
 12/08  04:00:00,23681063.551852485,747231.8181508987,464980.9786745365,272139.4137419008,349544.82127555497,0.0,12896.487836521012,3835239.098162697,17824319.610933495,174711.32307692307,0.0 
 12/08  05:00:00,24917893.85922181,830800.7824789592,517042.6460280523,301001.6125189955,367725.721103222,0.0,13565.711512984453,4313748.399603603,18399297.662899089,174711.32307692307,0.0 
 12/08  06:00:00,32963424.410538358,2279736.90256547,1418531.5175705115,822423.2989202256,378650.4061922183,3865295.3339821237,60726.61067835395,4989073.302687899,18974275.71486468,174711.32307692307,0.0 
 12/08  07:00:00,43129480.003465589,5352080.362597074,3330397.9653719367,1448117.1588262255,645613.7276924676,2977215.573076127,59127.071021034404,7868028.899076765,21274187.922727087,174711.32307692307,0.0 
 12/08  08:00:00,50443873.30718201,6772905.533074146,4214493.236379812,0.0,784231.8528078636,2519658.350854076,58548.26132508763,11770246.567109172,24149078.182555066,174711.32307692307,0.0 
 12/08  09:00:00,52353558.6186199,7197625.315216756,4478852.137655444,0.0,576267.5083425955,1030586.6043037695,32761.04548478847,14138698.450019073,24724056.23452066,174711.32307692307,0.0 
 12/08  10:00:00,54305625.49597044,7398679.715684263,4603943.100404167,0.0,88672.67156307795,646930.2936935183,10360.257183040321,16658271.899844783,24724056.23452066,174711.32307692307,0.0 
 12/08  11:00:00,54167299.40346153,7197472.538316704,4478733.003405208,0.0,96047.7168353326,435361.07286252328,8149.583069637805,17052767.931374626,24724056.23452066,174711.32307692307,0.0 
 12/08  12:00:00,55394944.917682718,6918807.47262314,4305273.535060312,0.0,104414.30350399895,297323.8821385407,6799.798212795991,18288580.316580945,25299034.286486258,174711.32307692307,0.0 
 12/08  13:00:00,55976063.857027519,6717600.295255575,4180063.4380613539,0.0,119660.92742466412,465507.9964922677,9095.388683720368,18435412.149581344,25874012.33845185,174711.32307692307,0.0 
 12/08  14:00:00,53500908.47896205,6658475.6349357259,4143250.954738158,0.0,142438.3656461949,96325.26027406153,5682.067183027633,16406012.534656089,25874012.33845185,174711.32307692307,0.0 
 12/08  15:00:00,53213678.0881067,6738836.284362706,4193287.3398376468,0.0,158837.09988261475,159050.33759481045,6745.423643584629,16483175.99322239,25299034.286486258,174711.32307692307,0.0 
 12/08  16:00:00,54172884.7525387,7264541.597439226,4520429.990988115,0.0,170907.32563453273,177335.9196589052,7208.313374791411,15408759.89194903,26448990.39041745,174711.32307692307,0.0 
 12/08  17:00:00,64447355.8118137,8764199.64834277,5453608.573093584,1737925.621843405,196313.3267151446,189807.0746327224,8098.390608209267,20323745.359152244,27598946.494348647,174711.32307692307,0.0 
 12/08  18:00:00,87518892.90694316,11596225.044593677,7215842.402597489,4608950.030900703,6288730.569731861,486474.72314591289,236653.940266039,27012446.170419747,29898858.702211027,174711.32307692307,0.0 
 12/08  19:00:00,89570973.14433883,14507388.875071165,9027397.811699463,5451934.1529430639,5969054.83138999,578791.2022197548,225731.11808976564,23162127.07567205,30473836.754176644,174711.32307692307,0.0 
 12/08  20:00:00,83123968.3900723,15124913.10507851,9411605.768713396,5252021.316644567,5602827.531798825,0.0,359600.4885613782,16640807.531439208,28748902.59827986,174711.32307692307,1808578.7264795858 
 12/08  21:00:00,75431153.61596513,12856328.916216782,7999984.037656624,4201129.772166229,5098284.006370022,0.0,494826.0833060194,13884928.983799853,27023968.442383049,174711.32307692307,3696992.0509897817 
 12/08  22:00:00,65855531.206406857,9736013.509569077,6058334.027295979,3161622.732327506,4771904.836236484,0.0,399891.5319989028,12915075.58647163,25874012.33845185,174711.32307692307,2763965.3209783395 
 12/08  23:00:00,54102918.46654107,8377215.760512831,5212719.119114616,2759950.9124533056,3844278.7316295716,0.0,141737.9745975708,10593182.56653244,22999122.078623874,174711.32307692307,0.0 
 12/08  24:00:00,38857959.2400518,3762436.7175633169,2341226.285655135,1370171.3147942562,2919399.5052268209,0.0,107641.91119745645,7483162.311776513,20699209.870761459,174711.32307692307,0.0 
 12/09  01:00:00,31865287.28328478,1868155.9338272736,1162512.0138114598,680348.5343547517,2174220.6735518916,0.0,80170.02994683733,5600936.955919766,20124231.818795895,174711.32307692307,0.0 
 12/09  02:00:00,27888982.08918456,1120924.1156763742,697531.0351369232,408209.12061285096,1504290.2755635442,0.0,55476.99258765095,4953563.511665713,18974275.71486468,174711.32307692307,0.0 
 12/09  03:00:00,25446099.30513476,747231.8181508987,464980.9786745365,272139.4137419008,1094439.0253500995,0.0,40361.38274922306,4252937.70049217,18399297.662899089,174711.32307692307,0.0 
 12/09  04:00:00,24196532.503294186,747231.8181508987,464980.9786745365,272139.4137419008,797209.2307058271,0.0,29390.692822250763,3886549.4351884026,17824319.610933495,174711.32307692307,0.0 
 12/09  05:00:00,25276344.31401681,830800.7824789592,517042.6460280523,301001.6125189955,614473.1837259431,0.0,22648.029633865168,4416369.073655014,18399297.662899089,174711.32307692307,0.0 
 12/09  06:00:00,29372764.86350746,2279736.90256547,1418531.5175705115,822423.2989202256,540171.9595986989,0.0,19909.83314600547,5143004.313765015,18974275.71486468,174711.32307692307,0.0 
 12/09  07:00:00,44667114.91596872,5352080.362597074,3330397.9653719367,1448117.1588262255,873641.0632718096,3855959.1702946114,79508.35452072384,8278511.595282409,21274187.922727087,174711.32307692307,0.0 
 12/09  08:00:00,52433070.324454698,6772905.533074146,4214493.236379812,0.0,1491302.1351169104,2948446.269986261,90921.6847451238,12591211.95952046,24149078.182555066,174711.32307692307,0.0 
 12/09  09:00:00,56349187.78826277,7197625.315216756,4478852.137655444,0.0,1774424.1252359583,2533847.3863927286,95524.7275283367,15370146.538636,24724056.23452066,174711.32307692307,0.0 
 12/09  10:00:00,59420799.00916803,7398679.715684263,4603943.100404167,0.0,1781583.4383290264,2243477.547156465,91524.29127776256,18402823.358718754,24724056.23452066,174711.32307692307,0.0 
 12/09  11:00:00,59208300.555515129,7197472.538316704,4478733.003405208,0.0,1659879.61511098,1837884.642550374,81692.12315714533,19053871.075377168,24724056.23452066,174711.32307692307,0.0 
 12/09  12:00:00,60539145.28723912,6918807.47262314,4305273.535060312,0.0,1882441.0059654867,1506659.2480297217,85569.44987534048,20366648.96612204,25299034.286486258,174711.32307692307,0.0 
 12/09  13:00:00,61026801.68547291,6717600.295255575,4180063.4380613539,0.0,2450980.8942620374,1192983.590991924,102555.18584088897,20333894.61953246,25874012.33845185,174711.32307692307,0.0 
 12/09  14:00:00,59386100.30725417,6658475.6349357259,4143250.954738158,0.0,3608320.982283232,663242.9660890994,139177.2826621373,18124908.82501721,25874012.33845185,174711.32307692307,0.0 
 12/09  15:00:00,60059178.01070602,6738836.284362706,4193287.3398376468,0.0,5239165.9499392029,273382.7281981558,195239.50035039674,17945520.59845497,25299034.286486258,174711.32307692307,0.0 
 12/09  16:00:00,61914275.97145439,7264541.597439226,4520429.990988115,0.0,6147221.875038841,157063.29855574543,227592.3247053592,16973725.17123301,26448990.39041745,174711.32307692307,0.0 
 12/09  17:00:00,71734448.13232675,8764199.64834277,5453608.573093584,1737925.621843405,5805238.274979498,249178.4005970573,215860.16868580308,21734779.627359108,27598946.494348647,174711.32307692307,0.0 
 12/09  18:00:00,88718792.54165013,11596225.044593677,7215842.402597489,4608950.030900703,6584563.359046484,0.0,241816.40910996794,28397825.270113719,29898858.702211027,174711.32307692307,0.0 
 12/09  19:00:00,91778417.54419306,14507388.875071165,9027397.811699463,5451934.1529430639,7399629.880332174,0.0,272978.0770659415,24470540.669827559,30473836.754176644,174711.32307692307,0.0 
 12/09  20:00:00,83950432.75973869,15124913.10507851,9411605.768713396,5252021.316644567,7029731.963969536,0.0,259325.5583812432,17949221.125594729,28748902.59827986,174711.32307692307,0.0 
 12/09  21:00:00,74073452.56415758,12856328.916216782,7999984.037656624,4201129.772166229,6363581.5672701229,0.0,234750.7589197665,15218997.746468185,27023968.442383049,174711.32307692307,0.0 
 12/09  22:00:00,65441316.32897888,9736013.509569077,6058334.027295979,3161622.732327506,5917859.619933039,0.0,218308.0921587384,14300454.686165682,25874012.33845185,174711.32307692307,0.0 
 12/09  23:00:00,56592359.977046739,8377215.760512831,5212719.119114616,2759950.9124533056,5156411.979763013,0.0,190218.82240419708,11722009.98109796,22999122.078623874,174711.32307692307,0.0 
 12/09  24:00:00,44753027.63481419,3762436.7175633169,2341226.285655135,1370171.3147942562,4199913.174412549,0.0,462494.51095494927,8098886.3560849749,20699209.870761459,174711.32307692307,3643978.0815106926 
 12/10  01:00:00,37218933.145267959,1868155.9338272736,1162512.0138114598,680348.5343547517,3426454.7625898376,0.0,433954.1102660581,5600936.955919766,20124231.818795895,174711.32307692307,3747627.6926260066 
 12/10  02:00:00,30098600.288459898,1120924.1156763742,697531.0351369232,408209.12061285096,2720028.0641371908,0.0,171256.33715206968,4953563.511665713,18974275.71486468,174711.32307692307,878101.066137272 
 12/10  03:00:00,26464322.773448867,747231.8181508987,464980.9786745365,272139.4137419008,2076421.772710563,0.0,76602.10370287011,4252937.70049217,18399297.662899089,174711.32307692307,0.0 
 12/10  04:00:00,24876569.95515351,747231.8181508987,464980.9786745365,272139.4137419008,1453020.9274727749,0.0,53616.447914618,3886549.4351884026,17824319.610933495,174711.32307692307,0.0 
 12/10  05:00:00,25756687.662252305,830800.7824789592,517042.6460280523,301001.6125189955,1077689.3432359512,0.0,39775.21835935691,4416369.073655014,18399297.662899089,174711.32307692307,0.0 
 12/10  06:00:00,29783793.03707856,2279736.90256547,1418531.5175705115,822423.2989202256,936548.382478513,0.0,34561.583837293234,5143004.313765015,18974275.71486468,174711.32307692307,0.0 
 12/10  07:00:00,40965487.97795345,5352080.362597074,3330397.9653719367,1448117.1588262255,1068065.3057413358,0.0,39416.34433053779,8278511.595282409,21274187.922727087,174711.32307692307,0.0 
 12/10  08:00:00,49868335.47501786,6772905.533074146,4214493.236379812,0.0,1895939.2145054173,0.0,69996.02590602714,12591211.95952046,24149078.182555066,174711.32307692307,0.0 
 12/10  09:00:00,54376005.166936378,7197625.315216756,4478852.137655444,0.0,2344047.590869823,0.0,86566.02696080928,15370146.538636,24724056.23452066,174711.32307692307,0.0 
 12/10  10:00:00,57936365.62824276,7398679.715684263,4603943.100404167,0.0,2538404.0335957577,0.0,93747.86224223383,18402823.358718754,24724056.23452066,174711.32307692307,0.0 
 12/10  11:00:00,58299262.09026994,7197472.538316704,4478733.003405208,0.0,2575374.4505649565,0.0,95043.46500835044,19053871.075377168,24724056.23452066,174711.32307692307,0.0 
 12/10  12:00:00,60236368.603582289,6918807.47262314,4305273.535060312,0.0,3059042.778526953,0.0,112850.24168677126,20366648.96612204,25299034.286486258,174711.32307692307,0.0 
 12/10  13:00:00,61562350.1608181,6717600.295255575,4180063.4380613539,0.0,4131774.511231817,0.0,150293.63520822943,20333894.61953246,25874012.33845185,174711.32307692307,0.0 
 12/10  14:00:00,61198589.18462777,6658475.6349357259,4143250.954738158,0.0,6009271.872002727,0.0,213958.23640533517,18124908.82501721,25874012.33845185,174711.32307692307,0.0 
 12/10  15:00:00,63082597.194179039,6738836.284362706,4193287.3398376468,0.0,8435268.74393965,0.0,295938.6180211181,17945520.59845497,25299034.286486258,174711.32307692307,0.0 
 12/10  16:00:00,65363503.817285228,7264541.597439226,4520429.990988115,0.0,9646047.98623149,0.0,335057.3578992976,16973725.17123301,26448990.39041745,174711.32307692307,0.0 
 12/10  17:00:00,74614432.33390239,8764199.64834277,5453608.573093584,1737925.621843405,8835411.565751886,0.0,314849.48008615258,21734779.627359108,27598946.494348647,174711.32307692307,0.0 
 12/10  18:00:00,91408137.7719798,11596225.044593677,7215842.402597489,4608950.030900703,9178402.454662484,0.0,337322.5438236485,28397825.270113719,29898858.702211027,174711.32307692307,0.0 
 12/10  19:00:00,94765884.01985727,14507388.875071165,9027397.811699463,5451934.1529430639,10280952.516857168,0.0,379121.9162052018,24470540.669827559,30473836.754176644,174711.32307692307,0.0 
 12/10  20:00:00,86949702.75205736,15124913.10507851,9411605.768713396,5252021.316644567,9922395.415275375,0.0,365932.09939413136,17949221.125594729,28748902.59827986,174711.32307692307,0.0 
 12/10  21:00:00,77089645.386372,12856328.916216782,7999984.037656624,4201129.772166229,9272523.29547944,0.0,342001.85292491738,15218997.746468185,27023968.442383049,174711.32307692307,0.0 
 12/10  22:00:00,68408403.2338606,9736013.509569077,6058334.027295979,3161622.732327506,8779457.576303846,0.0,323797.04066965568,14300454.686165682,25874012.33845185,174711.32307692307,0.0 
 12/10  23:00:00,59468791.43588351,8377215.760512831,5212719.119114616,2759950.9124533056,7930563.721375801,0.0,292498.5396281993,11722009.98109796,22999122.078623874,174711.32307692307,0.0 
 12/10  24:00:00,43561536.640618178,3762436.7175633169,2341226.285655135,1370171.3147942562,6861768.253124799,0.0,253126.51955740143,8098886.3560849749,20699209.870761459,174711.32307692307,0.0 
 12/11  01:00:00,35586665.16241715,1868155.9338272736,1162512.0138114598,680348.5343547517,6010542.555458089,0.0,221777.71230150303,5344385.270791238,20124231.818795895,174711.32307692307,0.0 
 12/11  02:00:00,31640064.45338931,1120924.1156763742,697531.0351369232,408209.12061285096,5270237.767965948,0.0,194542.8754670903,4799632.500588597,18974275.71486468,174711.32307692307,0.0 
 12/11  03:00:00,30993945.922101316,747231.8181508987,464980.9786745365,272139.4137419008,4651501.47510077,0.0,325560.29383944816,4150317.026440759,18399297.662899089,174711.32307692307,1808205.9301770689 
 12/11  04:00:00,31748313.24231751,747231.8181508987,464980.9786745365,272139.4137419008,4268421.911333682,0.0,465235.37528132266,3835239.098162697,17824319.610933495,174711.32307692307,3696033.712962104 
 12/11  05:00:00,31651699.091050835,830800.7824789592,517042.6460280523,301001.6125189955,3975117.269161911,0.0,371924.331932385,4313748.399603603,18399297.662899089,174711.32307692307,2768055.063350939 
 12/11  06:00:00,34970169.83476316,2279736.90256547,1418531.5175705115,822423.2989202256,3680716.6841458098,2467167.219700517,163533.87123118185,4989073.302687899,18974275.71486468,174711.32307692307,0.0 
 12/11  07:00:00,46101515.55980565,5352080.362597074,3330397.9653719367,1448117.1588262255,4459108.721256729,2009870.2542518639,185012.95262112045,7868028.899076765,21274187.922727087,174711.32307692304,0.0 
 12/11  08:00:00,54199654.314632389,6772905.533074146,4214493.236379812,0.0,5307608.929150255,1598193.1872361978,212417.35605094478,11770246.567109172,24149078.182555066,174711.32307692307,0.0 
 12/11  09:00:00,56413934.19612187,7197625.315216756,4478852.137655444,0.0,5079990.62118077,428763.39162026028,191236.72283209783,14138698.450019073,24724056.23452066,174711.32307692307,0.0 
 12/11  10:00:00,54138822.11621622,7398679.715684263,4603943.100404167,0.0,289466.1990741421,277172.92788920117,12520.715722068235,16658271.899844783,24724056.23452066,174711.32307692307,0.0 
 12/11  11:00:00,54140007.030055988,7197472.538316704,4478733.003405208,0.0,312497.8252074496,187473.0411509886,12295.13300350758,17052767.931374626,24724056.23452066,174711.32307692307,0.0 
 12/11  12:00:00,55466336.33665102,6918807.47262314,4305273.535060312,0.0,367024.9803570083,99810.24588965255,13094.176576978087,18288580.316580945,25299034.286486258,174711.32307692307,0.0 
 12/11  13:00:00,56032919.3531215,6717600.295255575,4180063.4380613539,0.0,508749.66139491079,124417.26772138334,17952.879578339467,18435412.149581344,25874012.33845185,174711.32307692307,0.0 
 12/11  14:00:00,54516006.46326091,6658475.6349357259,4143250.954738158,0.0,1219621.2319831295,0.0,39922.445419019736,16406012.534656089,25874012.33845185,174711.32307692307,0.0 
 12/11  15:00:00,56462718.229706998,6738836.284362706,4193287.3398376468,0.0,3459478.2493437135,0.0,114194.75337758914,16483175.99322239,25299034.286486258,174711.32307692307,0.0 
 12/11  16:00:00,58755342.21786604,7264541.597439226,4520429.990988115,0.0,4775055.547211363,0.0,162853.4767842032,15408759.89194903,26448990.39041745,174711.32307692307,0.0 
 12/11  17:00:00,68871769.56837204,8764199.64834277,5453608.573093584,1737925.621843405,4655206.985700874,0.0,163425.56281357364,20323745.359152244,27598946.494348647,174711.32307692307,0.0 
 12/11  18:00:00,104929759.28001648,11596225.044593677,7215842.402597489,4608950.030900703,23556953.8405983,0.0,865771.7656188536,27012446.170419747,29898858.702211027,174711.32307692307,0.0 
 12/11  19:00:00,100638418.4752154,14507388.875071165,9027397.811699463,5451934.1529430639,17206699.766695624,0.0,634322.7158805305,23162127.07567205,30473836.754176644,174711.32307692307,0.0 
 12/11  20:00:00,90839521.64924699,15124913.10507851,9411605.768713396,5252021.316644567,14936043.876940912,0.0,550516.1290735613,16640807.531439208,28748902.59827986,174711.32307692307,0.0 
 12/11  21:00:00,79705865.20494579,12856328.916216782,7999984.037656624,4201129.772166229,13082710.921622184,0.0,482102.8080242927,13884928.983799853,27023968.442383049,174711.32307692307,0.0 
 12/11  22:00:00,70075243.44238842,9736013.509569077,6058334.027295979,3161622.732327506,11723534.663470198,0.0,431939.26172511049,12915075.58647163,25874012.33845185,174711.32307692307,0.0 
 12/11  23:00:00,60427583.03742076,8377215.760512831,5212719.119114616,2759950.9124533056,9943301.492456822,0.0,367379.78465000449,10593182.56653244,22999122.078623874,174711.32307692307,0.0 
 12/11  24:00:00,44464104.598285678,3762436.7175633169,2341226.285655135,1370171.3147942562,8325613.106856922,0.0,307573.66780122226,7483162.311776513,20699209.870761459,174711.32307692307,0.0 
 12/12  01:00:00,36664091.48542699,1868155.9338272736,1162512.0138114598,680348.5343547517,7049341.269566586,0.0,260405.32120283944,5344385.270791238,20124231.818795895,174711.32307692307,0.0 
 12/12  02:00:00,32418778.800556676,1120924.1156763742,697531.0351369232,408209.12061285096,6021072.855619259,0.0,222422.13498114469,4799632.500588597,18974275.71486468,174711.32307692307,0.0 
 12/12  03:00:00,29633419.12394377,747231.8181508987,464980.9786745365,272139.4137419008,5231488.415869817,0.0,193252.48508991267,4150317.026440759,18399297.662899089,174711.32307692307,0.0 
 12/12  04:00:00,28083408.111453136,747231.8181508987,464980.9786745365,272139.4137419008,4595045.883718427,0.0,169739.9822216939,3835239.098162697,17824319.610933495,174711.32584952325,0.0 
