Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 12/25  03:00:00,25313334.88,747231.8182,464980.9787,272139.4137,966378.8287,0,35657.15173,4252937.7,18399297.66,4945756.714
 12/25  04:00:00,24122141.95,747231.8182,464980.9787,272139.4137,725444.2188,0,26765.15545,3886549.435,17824319.61,4462677.759
 12/25  05:00:00,25239265.94,830800.7825,517042.646,301001.6125,578693.2553,0,21349.58639,4416369.074,18399297.66,5083663.774
 12/25  06:00:00,29329812.97,2279736.903,1418531.518,822423.2989,498732.8104,0,18397.08715,5143004.314,18974275.71,5914227.548
 12/25  07:00:00,40892352.92,5352080.363,3330397.965,1930822.878,532015.4577,0,19625.41733,8278511.595,21274187.92,9594901.809
 12/25  08:00:00,48854831.66,6772905.533,4214493.236,0,918537.6427,0,33893.77859,12591211.96,24149078.18,14764554.75
 12/25  09:00:00,53008662.28,7197625.315,4478852.138,0,1025416.195,0,37854.53978,15370146.54,24724056.23,18387679.76
 12/25  10:00:00,56499627.78,7398679.716,4603943.1,0,1152856.095,0,42557.95361,18402823.36,24724056.23,22459641.91
 12/25  11:00:00,56704863.25,7197472.538,4478733.003,0,1037721.326,0,38297.74951,19053871.08,24724056.23,23617570.14
 12/25  12:00:00,58265923.83,6918807.473,4305273.535,0,1158681.977,0,42766.2671,20366648.97,25299034.29,25086240.83
 12/25  13:00:00,58952835.87,6717600.295,4180063.438,0,1613015.424,0,59538.42713,20333894.62,25874012.34,24715260.93
 12/25  14:00:00,57681407.44,6658475.635,4143250.955,0,2609819.104,0,96229.25989,18124908.83,25874012.34,22142525.26
 12/25  15:00:00,58731362.06,6738836.284,4193287.34,0,4224077.935,0,155894.296,17945520.6,25299034.29,21443494.37
 12/25  16:00:00,60235744.16,7264541.597,4520429.991,0,4680572.039,0,172773.6492,16973725.17,26448990.39,20666793.85
 12/25  17:00:00,70122167.52,8764199.648,5453608.573,1737925.622,4492259.276,0,165736.9565,21734779.63,27598946.49,25154349.18
 12/25  18:00:00,87292635.39,11596225.04,7215842.403,4608950.031,5208177.596,0,192045.0248,28397825.27,29898858.7,31816479.18
 12/25  19:00:00,90727137.96,14507388.88,9027397.812,5451934.153,6385813.786,0,235514.5843,24470540.67,30473836.75,27758826.09
 12/25  20:00:00,82904118.07,15124913.11,9411605.769,5252021.317,6020666.596,0,222076.2405,17949221.13,28748902.6,21211982.24
 12/25  21:00:00,73071364.77,12856328.92,7999984.038,4201129.772,5397139.951,0,199104.5837,15218997.75,27023968.44,18520960.97
 12/25  22:00:00,67457024.54,9736013.51,6058334.027,3161622.732,5013730.017,0,415695.1443,14300454.69,25874012.34,17693584.29
 12/25  23:00:00,59646682.5,8377215.761,5212719.119,2759950.912,4215888.511,0,463220.6548,11722009.98,22999122.08,14569972.6
 12/25  24:00:00,41713261.17,3762436.718,2341226.286,1370171.315,3174027.283,0,265314.3612,8098886.356,20699209.87,9869277.173
 12/26  01:00:00,31737647.49,1868155.934,1162512.014,680348.5344,2298416.56,0,84886.03533,5344385.271,20124231.82,6279622.928
 12/26  02:00:00,27780495.93,1120924.116,697531.0351,408209.1206,1548022.873,0,57189.25062,4799632.501,18974275.71,5552207.442
 12/26  03:00:00,25287711.97,747231.8182,464980.9787,272139.4137,1040584.067,0,38449.67977,4150317.026,18399297.66,4805179.532
 12/26  04:00:00,24103793.27,747231.8182,464980.9787,272139.4137,757197.3863,0,27973.6417,3835239.098,17824319.61,4392389.168
 12/26  05:00:00,25174356.17,830800.7825,517042.646,301001.6125,615031.7676,0,22721.97487,4313748.4,18399297.66,4943086.592
 12/26  06:00:00,33426923.36,2279736.903,1418531.518,822423.2989,542877.4121,4152903.54,72390.35131,4989073.303,18974275.71,5703361.775
 12/26  07:00:00,44300379.09,5352080.363,3330397.965,1930822.878,1002538.456,3290940.52,76670.76059,7868028.899,21274187.92,9032593.081
 12/26  08:00:00,101398475.4,6772905.533,4214493.236,0,2170120.43,2876952.754,268728.5087,59243750.91,24149078.18,88994712.14
 12/26  09:00:00,71465706.29,7197625.315,4478852.138,0,955543.5884,1432776.699,359523.3119,29259764.43,24724056.23,40702447.53
 12/26  10:00:00,58132236.28,7398679.716,4603943.1,0,118907.8481,1156694.862,325191.1941,16658271.9,24724056.23,20069829.82
 12/26  11:00:00,57956105.43,7197472.538,4478733.003,0,97958.91801,865686.9841,320807.9335,17052767.93,24724056.23,20876315.09
 12/26  12:00:00,59127230.93,6918807.473,4305273.535,0,89974.41085,680925.6778,318299.0632,18288580.32,25299034.29,22239552.89
 12/26  13:00:00,59825870.27,6717600.295,4180063.438,0,94347.57168,874523.7176,320486.7312,18435412.15,25874012.34,22114583.06
 12/26  14:00:00,57300509.18,6658475.635,4143250.955,0,91137.80097,444773.4386,315583.8753,16406012.53,25874012.34,19787857.47
 12/26  15:00:00,56641760.11,6738836.284,4193287.34,0,102958.4418,282417.6669,314058.4682,16483175.99,25299034.29,19440269.53
 12/26  16:00:00,95687929.24,7264541.597,4520429.991,0,127428.4851,103757.4272,312697.5269,15408759.89,26448990.39,18522991.83
 12/26  17:00:00,89453935.43,8764199.648,5453608.573,1737925.622,155544.6758,174622.4818,160517.1347,20323745.36,27598946.49,23221412.93
 12/26  18:00:00,95768361.23,11596225.04,7215842.403,4608950.031,2815939.585,845613.3442,420484.2578,27012446.17,29898858.7,29918687.23
 12/26  19:00:00,89843148.62,14507388.88,9027397.812,5451934.153,2981939.823,887055.3441,426956.6669,23162127.08,30473836.75,25966467.03
 12/26  20:00:00,84194251.76,15124913.11,9411605.769,5252021.317,2951412.068,0,415939.9702,16640807.53,28748902.6,19419623.17
 12/26  21:00:00,73338722.33,12856328.92,7999984.038,4201129.772,2707417.659,0,406949.3986,13884928.98,27023968.44,16693457.6
 12/26  22:00:00,87974310.52,9736013.51,6058334.027,3161622.732,2675971.213,0,328892.0762,12915075.59,25874012.34,15795792.33
 12/26  23:00:00,55113503.56,8377215.761,5212719.119,2759950.912,2092814.088,0,384921.0491,10593182.57,22999122.08,13023623.6
 12/26  24:00:00,237448219.2,3762436.718,2341226.286,1370171.315,1472743.064,0,208219.6613,7483162.312,20699209.87,9025814.081
 12/27  01:00:00,125588238,1868155.934,1162512.014,680348.5344,1161715.329,0,196728.6512,5344385.271,20124231.82,6279622.928
 12/27  02:00:00,29913485.49,1120924.116,697531.0351,408209.1206,964324.7299,0,343222.5522,4799632.501,18974275.71,5552207.442
 12/27  03:00:00,27913269.71,747231.8182,464980.9787,272139.4137,821257.7429,0,337933.5935,4150317.026,18399297.66,4805179.532
 12/27  04:00:00,27019903.88,747231.8182,464980.9787,272139.4137,705704.8676,0,333661.7647,3835239.098,17824319.61,4392389.168
 12/27  05:00:00,28281911.03,830800.7825,517042.646,301001.6125,633667.4372,0,331001.5408,4313748.4,18399297.66,4943086.592
 12/27  06:00:00,36314208.46,2279736.903,1418531.518,822423.2989,629962.5189,3751489.444,375400.2513,4989073.303,18974275.71,5703361.775
 12/27  07:00:00,46826146.87,5352080.363,3330397.965,1930822.878,987456.3107,2837047.7,376959.722,7868028.899,21274187.92,9032593.081
 12/27  08:00:00,133969535,6772905.533,4214493.236,0,1122654.983,2436764.232,300301.4565,11770246.57,24149078.18,13639937.3
 12/27  09:00:00,111570870.9,7197625.315,4478852.138,0,921392.447,930105.8852,262055.3986,14138698.45,24724056.23,16700753.57
 12/27  10:00:00,79368406.98,7398679.716,4603943.1,0,100920.218,637391.9408,241257.5928,16658271.9,24724056.23,20069829.82
 12/27  11:00:00,79151216.46,7197472.538,4478733.003,0,95383.42876,474329.5555,316092.8411,17052767.93,24724056.23,20876315.09
 12/27  12:00:00,58247340.1,6918807.473,4305273.535,0,95663.6662,344745.6994,314586.0204,18288580.32,25299034.29,22239552.89
 12/27  13:00:00,69196647.36,6717600.295,4180063.438,0,108320.5085,565559.0034,317351.7731,21721970.68,25874012.34,26679255.25
 12/27  14:00:00,68358343.42,6658475.635,4143250.955,0,116256.0439,243730.9451,314052.6255,20855874.18,25874012.34,25968231.09
 12/27  15:00:00,56190626.11,6738836.284,4193287.34,0,126722.8743,216804.5334,313919.2411,16483175.99,25299034.29,19440269.53
 12/27  16:00:00,57278124.36,7264541.597,4520429.991,0,140366.0931,225851.6252,314341.6342,15408759.89,26448990.39,18522991.83
 12/27  17:00:00,66831090.97,8764199.648,5453608.573,868962.8109,163728.586,260519.9935,315413.9873,20323745.36,27598946.49,23221412.93
 12/27  18:00:00,93994348.73,11596225.04,7215842.403,4608950.031,4210369.825,729384.1145,470584.7845,27012446.17,29898858.7,29918687.23
 12/27  19:00:00,90926545.45,14507388.88,9027397.812,5451934.153,4291656.239,792865.0321,474172.6234,23162127.08,30473836.75,25966467.03
 12/27  20:00:00,83775780.61,15124913.11,9411605.769,5252021.317,4103609.821,0,458551.9287,16640807.53,28748902.6,19419623.17
 12/27  21:00:00,125070246.5,12856328.92,7999984.038,4201129.772,3962760.346,0,376498.6609,13884928.98,27023968.44,16693457.6
 12/27  22:00:00,77141633.32,9736013.51,6058334.027,3161622.732,3638089.247,0,441398.9678,12915075.59,25874012.34,15795792.33
 12/27  23:00:00,61745237.85,8377215.761,5212719.119,2759950.912,2869910.732,0,413669.5928,10593182.57,22999122.08,13023623.6
 12/27  24:00:00,40888885.26,3762436.718,2341226.286,1370171.315,2058430.185,0,383685.7718,7483162.312,20699209.87,9025814.081
 12/28  01:00:00,33866019.28,1868155.934,1162512.014,680348.5344,1409450.933,0,359706.7567,5344385.271,20124231.82,6279622.928
 12/28  02:00:00,30423773.63,1120924.116,697531.0351,408209.1206,1036437.065,0,345908.6631,4799632.501,18974275.71,5552207.442
 12/28  03:00:00,28331025.69,747231.8182,464980.9787,272139.4137,811235.4514,0,337575.3224,4150317.026,18399297.66,4805179.532
 12/28  04:00:00,27318725.98,747231.8182,464980.9787,272139.4137,614246.3825,0,330291.6063,3835239.098,17824319.61,4392389.168
 12/28  05:00:00,28518622.49,830800.7825,517042.646,301001.6125,517121.6729,0,326700.8562,4313748.4,18399297.66,4943086.592
 12/28  06:00:00,36450603.14,2279736.903,1418531.518,822423.2989,504547.2166,3692268.495,370893.3678,4989073.303,18974275.71,5703361.775
 12/28  07:00:00,47311665.57,5352080.363,3330397.965,1930822.878,829581.4366,2872052.841,372253.7222,7868028.899,21274187.92,9032593.081
 12/28  08:00:00,53903702.49,6772905.533,4214493.236,0,829165.7828,2501196.398,367680.1105,11770246.57,24149078.18,13639937.3
 12/28  09:00:00,176022626.6,7197625.315,4478852.138,0,396457.6839,1130171.782,258141.7314,14138698.45,24724056.23,16700753.57
 12/28  10:00:00,88113588.88,7398679.716,4603943.1,0,68194.40529,760402.8422,164826.2107,16658271.9,24724056.23,20069829.82
 12/28  11:00:00,63576556.63,7197472.538,4478733.003,0,69648.08317,525426.5708,315944.9671,17052767.93,24724056.23,20876315.09
 12/28  12:00:00,74130912.93,6918807.473,4305273.535,0,89452.00787,356434.1923,314651.4525,18288580.32,25299034.29,22239552.89
 12/28  13:00:00,58924469.89,6717600.295,4180063.438,0,101037.0508,578613.9218,317395.6813,18435412.15,25874012.34,22114583.06
 12/28  14:00:00,108161684.2,6658475.635,4143250.955,0,109722.0108,223445.6384,236720.0255,16406012.53,25874012.34,19787857.47
 12/28  15:00:00,56047135.6,6738836.284,4193287.34,0,125980.0578,248358.0255,314264.0308,16483175.99,25299034.29,19440269.53
 12/28  16:00:00,100833001,7264541.597,4520429.991,0,140006.0795,225679.337,314353.6548,15408759.89,26448990.39,18522991.83
 12/28  17:00:00,66086729.53,8764199.648,5453608.573,868962.8109,164928.8001,239368.3659,238355.2478,20323745.36,27598946.49,23221412.93
 12/28  18:00:00,87823128.15,11596225.04,7215842.403,4608950.031,3588389.499,712233.2344,447668.5326,27012446.17,29898858.7,29918687.23
 12/28  19:00:00,90935954.99,14507388.88,9027397.812,5451934.153,4165997.15,817138.8034,470300.5694,23162127.08,30473836.75,25966467.03
 12/28  20:00:00,89207107.94,15124913.11,9411605.769,5252021.317,4091822.317,0,458275.5997,16640807.53,28748902.6,19419623.17
 12/28  21:00:00,72800034.64,12856328.92,7999984.038,4201129.772,3532091.347,0,437600.9931,13884928.98,27023968.44,16693457.6
 12/28  22:00:00,71266293.4,9736013.51,6058334.027,3161622.732,3395531.67,0,355666.4565,12915075.59,25874012.34,15795792.33
 12/28  23:00:00,55740316.81,8377215.761,5212719.119,2759950.912,2682811.003,0,406854.1846,10593182.57,22999122.08,13023623.6
 12/28  24:00:00,40806737.05,3762436.718,2341226.286,1370171.315,1913442.759,0,378398.6264,7483162.312,20699209.87,9025814.081
 12/29  01:00:00,34104482.93,1868155.934,1162512.014,680348.5344,1573344.785,0,365835.9527,5344385.271,20124231.82,6279622.928
 12/29  02:00:00,30759254.45,1120924.116,697531.0351,408209.1206,1299429.627,0,355719.1191,4799632.501,18974275.71,5552207.442
 12/29  03:00:00,28679477.27,747231.8182,464980.9787,272139.4137,1105410.211,0,348529.2935,4150317.026,18399297.66,4805179.532
 12/29  04:00:00,27556556.1,747231.8182,464980.9787,272139.4137,801761.3085,0,337272.6705,3835239.098,17824319.61,4392389.168
 12/29  05:00:00,28742847.06,830800.7825,517042.646,301001.6125,690883.3857,0,333160.5296,4313748.4,18399297.66,4943086.592
 12/29  06:00:00,36019666.43,2279736.903,1418531.518,822423.2989,772154.2558,3542688.259,378535.2003,4989073.303,18974275.71,5703361.775
 12/29  07:00:00,46739384.05,5352080.363,3330397.965,1930822.878,1097168.119,2718526.618,379930.8257,7868028.899,21274187.92,9032593.081
 12/29  08:00:00,58934495.32,6772905.533,4214493.236,0,1311211.552,2370512.277,383768.1247,11770246.57,24149078.18,13639937.3
 12/29  09:00:00,66843089.43,7197625.315,4478852.138,0,877424.356,962454.769,350821.8644,14138698.45,24724056.23,16700753.57
 12/29  10:00:00,87972553.43,7398679.716,4603943.1,0,81155.1378,714600.0777,318623.6575,16658271.9,24724056.23,20069829.82
 12/29  11:00:00,141646021.3,7197472.538,4478733.003,0,79656.75331,477864.485,238866.4564,17052767.93,24724056.23,20876315.09
 12/29  12:00:00,61437147.94,6918807.473,4305273.535,0,85481.04218,344189.7733,314311.7308,18288580.32,25299034.29,22239552.89
 12/29  13:00:00,58994956.5,6717600.295,4180063.438,0,87315.92504,699144.3242,318262.4997,18435412.15,25874012.34,22114583.06
 12/29  14:00:00,56452307.89,6658475.635,4143250.955,0,108902.1475,148840.3301,312748.4952,16406012.53,25874012.34,19787857.47
 12/29  15:00:00,57215542.85,6738836.284,4193287.34,0,130717.332,0,311643.7763,16483175.99,25299034.29,19440269.53
 12/29  16:00:00,57106831.79,7264541.597,4520429.991,0,134551.7571,0,311648.6569,15408759.89,26448990.39,18522991.83
 12/29  17:00:00,66402273.44,8764199.648,5453608.573,868962.8109,154804.8615,40790.9293,312680.4346,20323745.36,27598946.49,23221412.93
 12/29  18:00:00,91975836.04,11596225.04,7215842.403,4608950.031,5511369.796,601225.7306,517702.9134,29135701.6,29898858.7,32867657.98
 12/29  19:00:00,146728164.7,14507388.88,9027397.812,5451934.153,6388627.126,756537.2281,551513.9982,36712080.82,30473836.75,44785878.39
 12/29  20:00:00,161684023.3,15124913.11,9411605.769,5252021.317,4956408.304,0,451742.1651,16640807.53,28748902.6,19419623.17
 12/29  21:00:00,73429448.15,12856328.92,7999984.038,4201129.772,4282434.22,0,465270.9561,13884928.98,27023968.44,16693457.6
 12/29  22:00:00,65053484.7,9736013.51,6058334.027,3161622.732,4020065.235,0,455529.6788,12915075.59,25874012.34,15795792.33
 12/29  23:00:00,131529093,8377215.761,5212719.119,2759950.912,3282802.625,0,403276.8452,10593182.57,22999122.08,13023623.6
 12/29  24:00:00,67517185.66,3762436.718,2341226.286,1370171.315,2411395.179,0,319796.0418,7483162.312,20699209.87,9025814.081
 12/30  01:00:00,78050613.16,1868155.934,1162512.014,680348.5344,2462908.281,0,360111.3795,16176845.33,20124231.82,21319851.83
 12/30  02:00:00,60400955.72,1120924.116,697531.0351,408209.1206,1951352.161,0,225871.0869,11314351.83,18974275.71,14597516.06
 12/30  03:00:00,28221419.86,747231.8182,464980.9787,272139.4137,1120594.629,0,348972.0557,4252937.7,18399297.66,4945756.714
 12/30  04:00:00,27152462.62,747231.8182,464980.9787,272139.4137,885324.3019,0,340273.0721,3886549.435,17824319.61,4462677.759
 12/30  05:00:00,28384694.61,830800.7825,517042.646,301001.6125,736158.6693,0,334761.0793,4416369.074,18399297.66,5083663.774
 12/30  06:00:00,32572851.75,2279736.903,1418531.518,822423.2989,637204.3659,0,331104.7174,5143004.314,18974275.71,5914227.548
 12/30  07:00:00,48376082.12,5352080.363,3330397.965,1930822.878,948302.2973,3811968.492,388466.2201,8278511.595,21274187.92,9594901.809
 12/30  08:00:00,56947925.28,6772905.533,4214493.236,0,1548992.043,2873481.571,399314.8917,12591211.96,24149078.18,14764554.75
 12/30  09:00:00,72586248.8,7197625.315,4478852.138,0,1749231.648,2517571.984,402523.6921,15370146.54,24724056.23,18387679.76
 12/30  10:00:00,67040574.89,7398679.716,4603943.1,0,1891079.449,2263018.078,404020.4437,18402823.36,24724056.23,22459641.91
 12/30  11:00:00,62329732.54,7197472.538,4478733.003,0,1793621.885,1890272.024,395155.0589,19053871.08,24724056.23,23617570.14
 12/30  12:00:00,63752167.98,6918807.473,4305273.535,0,2025873.648,1513258.424,398922.0799,20366648.97,25299034.29,25086240.83
 12/30  13:00:00,63866809.05,6717600.295,4180063.438,0,1893345.808,1427261.724,392899.6497,20333894.62,25874012.34,24715260.93
 12/30  14:00:00,61456237.12,6658475.635,4143250.955,0,1861913.644,1331848.477,390713.7853,18124908.83,25874012.34,22142525.26
 12/30  15:00:00,60804494.61,6738836.284,4193287.34,0,2072224.439,1153833.558,396493.665,17945520.6,25299034.29,21443494.37
 12/30  16:00:00,62428780.32,7264541.597,4520429.991,0,3274244.139,558516.953,434044.9073,16973725.17,26448990.39,20666793.85
 12/30  17:00:00,71972852.09,8764199.648,5453608.573,868962.8109,3440213.858,624482.1313,440904.4355,21734779.63,27598946.49,25154349.18
 12/30  18:00:00,89387376.93,11596225.04,7215842.403,4608950.031,4172721.715,0,460870.3497,28397825.27,29898858.7,31816479.18
 12/30  19:00:00,141853110.5,14507388.88,9027397.812,5451934.153,5041799.177,0,416849.3951,24470540.67,30473836.75,27758826.09
 12/30  20:00:00,122444316.1,15124913.11,9411605.769,5252021.317,4748341.498,0,406012.6355,17949221.13,28748902.6,21211982.24
 12/30  21:00:00,76862039.1,12856328.92,7999984.038,4201129.772,4257882.095,0,464800.6746,15218997.75,27023968.44,18520960.97
 12/30  22:00:00,66413084.21,9736013.51,6058334.027,3161622.732,4026956.211,0,456276.4817,14300454.69,25874012.34,17693584.29
 12/30  23:00:00,150549551.8,8377215.761,5212719.119,2759950.912,3455776.361,0,358293.3395,11722009.98,22999122.08,14569972.6
 12/30  24:00:00,41729225.4,3762436.718,2341226.286,1370171.315,2469230.563,0,398776.3362,8098886.356,20699209.87,9869277.173
 12/31  01:00:00,34210776.27,1868155.934,1162512.014,680348.5344,1698875.086,0,370335.601,5600936.956,20124231.82,6631065.883
 12/31  02:00:00,30572108.75,1120924.116,697531.0351,408209.1206,1241510.703,0,353449.5778,4953563.512,18974275.71,5763073.215
 12/31  03:00:00,28245053.18,747231.8182,464980.9787,272139.4137,828968.6407,0,338204.9249,4252937.7,18399297.66,4945756.714
 12/31  04:00:00,27219198.3,747231.8182,464980.9787,272139.4137,632186.102,0,330933.6346,3886549.435,17824319.61,4462677.759
 12/31  05:00:00,28529283.76,830800.7825,517042.646,301001.6125,579777.5338,0,328999.6263,4416369.074,18399297.66,5083663.774
 12/31  06:00:00,32717981.17,2279736.903,1418531.518,822423.2989,515754.0156,0,326634.8586,5143004.314,18974275.71,5914227.548
 12/31  07:00:00,100632639,5352080.363,3330397.965,1930822.878,592503.7017,0,329472.8657,8278511.595,21274187.92,9594901.809
 12/31  08:00:00,68842912.76,6772905.533,4214493.236,0,610125.1308,0,253229.4282,12591211.96,24149078.18,14764554.75
 12/31  09:00:00,244287605.8,7197625.315,4478852.138,0,1458834.852,0,246168.4835,67804089.42,24724056.23,101616167.2
