Date/Time,Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 02/02  22:00:00,26060603.77,87772353.71,24585954.75,7668775.278,4089467.377,9266302.541,0,316247.5077,15785002.36,15785002.36
 02/02  23:00:00,23164981.13,74135363.52,21154495.1,6598444.953,3606194.078,6382054.244,0,215891.0831,13013302.76,13013302.76
 02/02  24:00:00,20848483.02,47211406.45,9501203.977,2963586.28,1370171.315,3397829.081,0,113935.8393,9016196.937,9016196.937
 02/03  01:00:00,20269358.49,34882611.7,4717753.269,1471547.069,680348.5344,1426677.972,0,46686.02147,6270240.348,6270240.348
 02/03  02:00:00,19111109.43,29474599.77,2830651.962,882928.2412,408209.1206,677322.8611,0,21318.672,5543059.427,5543059.427
 02/03  03:00:00,18531984.91,26524392.89,1887101.308,588618.8275,272139.4137,435050.7241,0,13231.63234,4796266.081,4796266.081
 02/03  04:00:00,17952860.38,25350367.35,1887101.308,588618.8275,272139.4137,258210.7924,0,7726.009105,4383710.282,4383710.282
 02/03  05:00:00,18531984.91,28208054.19,2098031.992,654411.6769,301001.6125,141967.1583,1517141.869,28872.7084,4934642.27,4934642.27
 02/03  06:00:00,19111109.43,51889797.41,5756753.656,1795628.869,822423.2989,123845.3419,18437232.2,147887.1574,5694917.453,5694917.453
 02/03  07:00:00,21427607.55,78617934.36,13515268.45,4215640.906,1930822.878,192213.2428,28033547.35,279154.3575,9023679.63,9023679.63
 02/03  08:00:00,24323230.19,80969425.26,17103223.81,5334784.892,2443406.578,175082.9703,17733756.79,225383.2395,13630554.72,13630554.72
 02/03  09:00:00,24902354.72,79842287.4,18175923.3,5669378.01,2584077.338,154603.8053,11492959.81,171851.8177,16691136.43,16691136.43
 02/03  10:00:00,24902354.72,78124226.5,18683578.11,5827724.136,2644024.494,55808.30334,5859672.351,90851.56286,20060212.67,20060212.67
 02/03  11:00:00,24902354.72,74317445.57,18175584.49,5669272.33,2571451.336,125401.5444,1973618.339,32830.31227,20866932.51,20866932.51
 02/03  12:00:00,25481479.25,76771950.08,17471773.1,5449741.649,2470903.194,208265.8662,534998.2401,15104.21562,25139684.29,25139684.29
 02/03  13:00:00,26060603.77,76644525.97,16963779.47,5291289.843,2398330.036,268760.5951,518420.2285,16949.13046,25126392.08,25126392.08
 02/03  14:00:00,26060603.77,70636236.88,16814294.9,5244663.075,2376974.32,308933.2971,40707.38134,12054.37534,19778005.76,19778005.76
 02/03  15:00:00,25481479.25,70237055.05,17017381.44,5308009.202,2391313.391,588579.3315,0,19874.62874,19430417.82,19430417.82
 02/03  16:00:00,26639728.3,73176734.49,18344809.79,5722056.565,2498728.352,1412071.723,0,45964.90396,18513374.69,18513374.69
 02/03  17:00:00,27797977.36,84890621.48,22132002.26,6903345.977,2845264.53,1937182.975,0,63756.11299,23211092.09,23211092.09
 02/03  18:00:00,30114475.47,120802326.2,29283350.55,9133972.506,3622555.945,18130266.24,0,610277.0186,29907428.13,29907428.13
 02/03  19:00:00,30693600,123941240.8,36634904.16,11427046.47,4687055.576,13945333.41,119503.3238,479058.281,25954738.8,25954738.8
 02/03  20:00:00,28956226.42,115616438.5,38194225.01,11913425.02,5369331.349,11383737.91,0,391128.3689,19408364.07,19408364.07
 02/03  21:00:00,27218852.83,100827910.2,32465634.81,10126580.81,5085296.064,8943088.078,0,306024.5226,16682433.07,16682433.07
 02/03  22:00:00,26060603.77,85346837.24,24585954.75,7668775.278,4089467.377,6922572.521,0,234461.1746,15785002.36,15785002.36
 02/03  23:00:00,23164981.13,72195127.38,21154495.1,6598444.953,3606194.078,4507821.641,0,149887.7149,13013302.76,13013302.76
 02/03  24:00:00,20848483.02,45737956.53,9501203.977,2963586.28,1370171.315,1974143.769,0,64171.23722,9016196.937,9016196.937
 02/04  01:00:00,20269358.49,34739684.47,4717753.269,1471547.069,680348.5344,949011.8415,0,29981.96063,6621683.303,6621683.303
 02/04  02:00:00,19111109.43,29536949.7,2830651.962,882928.2412,408209.1206,533734.7246,0,16391.0225,5753925.2,5753925.2
 02/04  03:00:00,18531984.91,26569626.56,1887101.308,588618.8275,272139.4137,342640.1518,0,10298.69536,4936843.263,4936843.263
 02/04  04:00:00,17952860.38,25780692.1,1887101.308,588618.8275,272139.4137,181188.4079,432427.3722,12357.52085,4453998.873,4453998.873
 02/04  05:00:00,18531984.91,28829376.73,2098031.992,654411.6769,301001.6125,121368.1201,2011080.13,36278.8374,5075219.452,5075219.452
 02/04  06:00:00,19111109.43,36335739.77,5756753.656,1795628.869,822423.2989,110430.6588,2785183.556,48427.07552,5905783.226,5905783.226
 02/04  07:00:00,21427607.55,85073565.51,13515268.45,4215640.906,1930822.878,166798.1186,33932894.55,298544.1763,9585988.358,9585988.358
 02/04  08:00:00,24323230.19,83194614.31,17103223.81,5334784.892,2443406.578,166611.5863,18842481.74,225696.9005,14755172.17,14755172.17
 02/04  09:00:00,24902354.72,84148296.77,18175923.3,5669378.01,2584077.338,96024.23714,14155632.61,186842.6893,18378062.61,18378062.61
 02/04  10:00:00,24902354.72,83973868.17,18683578.11,5827724.136,2644024.494,281225.9359,9045079.432,139856.5108,22450024.76,22450024.76
 02/04  11:00:00,24902354.72,80760299.57,18175584.49,5669272.33,2571451.336,471998.3551,5270041.903,91408.42437,23608187.56,23608187.56
 02/04  12:00:00,25481479.25,79577736.54,17471773.1,5449741.649,2470903.194,706810.7147,2857099.467,63070.93261,25076858.25,25076858.25
 02/04  13:00:00,26060603.77,78090052,16963779.47,5291289.843,2398330.036,1150136.729,1461847.904,58655.024,24705409.22,24705409.22
 02/04  14:00:00,26060603.77,75900241.34,16814294.9,5244663.075,2376974.32,2494299.131,683256.5032,93476.0153,22132673.56,22132673.56
 02/04  15:00:00,25481479.25,77502608.05,17017381.44,5308009.202,2391313.391,5476422.858,206588.6801,187765.9329,21433642.66,21433642.66
 02/04  16:00:00,26639728.3,81076988.04,18344809.79,5722056.565,2498728.352,6844266.599,135255.3837,234966.3368,20657176.71,20657176.71
 02/04  17:00:00,27797977.36,92737270.88,22132002.26,6903345.977,2845264.53,7545995.866,109546.9061,259109.6319,25144028.34,25144028.34
 02/04  18:00:00,30114475.47,122772370.6,29283350.55,9133972.506,3622555.945,8264467.965,0,280926.9653,42072620.72,42072620.72
 02/04  19:00:00,30693600,119658827,36634904.16,11427046.47,4687055.576,8195076.03,0,274046.1517,27747097.87,27747097.87
 02/04  20:00:00,28956226.42,113002518.6,38194225.01,11913425.02,5369331.349,7132994.857,0,235592.8341,21200723.14,21200723.14
 02/04  21:00:00,27218852.83,184280367.8,32465634.81,10126580.81,5085296.064,11520066.77,0,371701.2,97492233.87,97492233.87
 02/04  22:00:00,26060603.77,85894586.56,24585954.75,7668775.278,4089467.377,5628029.825,0,178961.2415,17682794.32,17682794.32
 02/04  23:00:00,23164981.13,78129812.72,21154495.1,6598444.953,3606194.078,4101833.511,568044.392,137537.1583,18798282.3,18798282.3
 02/04  24:00:00,20848483.02,45877230.47,9501203.977,2963586.28,1370171.315,1294333.158,0,39792.68422,9859660.028,9859660.028
 02/05  01:00:00,20269358.49,39787911.47,4717753.269,1471547.069,680348.5344,685878.504,5238227.896,103114.4004,6621683.303,6621683.303
 02/05  02:00:00,19111109.43,33906714.88,2830651.962,882928.2412,408209.1206,447499.4984,4389639.938,82751.13098,5753925.2,5753925.2
 02/05  03:00:00,18531984.91,32202510.26,1887101.308,588618.8275,272139.4137,239323.9799,5648602.445,97896.11327,4936843.263,4936843.263
 02/05  04:00:00,17952860.38,31969727.91,1887101.308,588618.8275,272139.4137,131266.729,6572995.798,110746.5833,4453998.873,4453998.873
 02/05  05:00:00,18531984.91,33841867.08,2098031.992,654411.6769,301001.6125,99759.55145,6964980.091,116477.7984,5075219.452,5075219.452
 02/05  06:00:00,19111109.43,41343485.32,5756753.656,1795628.869,822423.2989,80636.42696,7741414.863,129735.5444,5905783.226,5905783.226
 02/05  07:00:00,21427607.55,59318251.32,13515268.45,4215640.906,1930822.878,111699.273,8389272.518,141951.212,9585988.358,9585988.358
 02/05  08:00:00,24323230.19,72550944.55,17103223.81,5334784.892,2443406.578,119524.9756,8329675.764,141925.8965,14755172.17,14755172.17
 02/05  09:00:00,24902354.72,77931668.62,18175923.3,5669378.01,2584077.338,51428.79184,8036640.422,133802.7671,18378062.61,18378062.61
 02/05  10:00:00,24902354.72,78761573.46,18683578.11,5827724.136,2644024.494,169128.881,4015563.564,69174.73936,22450024.76,22450024.76
 02/05  11:00:00,24902354.72,77226330.61,18175584.49,5669272.33,2571451.336,267270.0688,1992912.433,39297.48045,23608187.56,23608187.56
 02/05  12:00:00,25481479.25,77324410.8,17471773.1,5449741.649,2470903.194,365768.11,981343.8617,26542.89044,25076858.25,25076858.25
 02/05  13:00:00,26060603.77,76170503.95,16963779.47,5291289.843,2398330.036,548374.4879,182321.178,20395.93976,24705409.22,24705409.22
 02/05  14:00:00,26060603.77,73674886.61,16814294.9,5244663.075,2376974.32,1012180.706,0,33496.27983,22132673.56,22132673.56
 02/05  15:00:00,25481479.25,75144580.47,17017381.44,5308009.202,2391313.391,3398840.398,0,113914.1307,21433642.66,21433642.66
 02/05  16:00:00,26639728.3,80284964.54,18344809.79,5722056.565,2498728.352,6212371.392,0,210093.4177,20657176.71,20657176.71
 02/05  17:00:00,27797977.36,92293606.35,22132002.26,6903345.977,2845264.53,7225948.003,0,245039.8712,25144028.34,25144028.34
 02/05  18:00:00,30114475.47,111235299.1,29283350.55,9133972.506,3622555.945,7037743.003,0,237981.4982,31805220.09,31805220.09
 02/05  19:00:00,30693600,119586510.2,36634904.16,11427046.47,4687055.576,8122772.769,0,274033.3462,27747097.87,27747097.87
 02/05  20:00:00,28956226.42,112712936.5,38194225.01,11913425.02,5369331.349,6847941.94,0,231063.2292,21200723.14,21200723.14
 02/05  21:00:00,27218852.83,98455143.65,32465634.81,10126580.81,5085296.064,4884119.154,0,164723.5441,18509936.44,18509936.44
 02/05  22:00:00,26060603.77,83928073.72,24585954.75,7668775.278,4089467.377,3386882.558,334764.845,118830.8171,17682794.32,17682794.32
 02/05  23:00:00,23164981.13,73154365.43,21154495.1,6598444.953,3606194.078,1892098.437,2083374.402,95125.56601,14559651.76,14559651.76
 02/05  24:00:00,20848483.02,49249444.44,9501203.977,2963586.28,1370171.315,729901.0396,3891314.287,85124.49484,9859660.028,9859660.028
 02/06  01:00:00,20269358.49,33887147.08,4717753.269,1471547.069,680348.5344,463781.8139,0,14117.55392,6270240.348,6270240.348
 02/06  02:00:00,19111109.43,29039270.88,2830651.962,882928.2412,408209.1206,255634.6963,0,7678.002235,5543059.427,5543059.427
 02/06  03:00:00,18531984.91,28549718.87,1887101.308,588618.8275,272139.4137,111819.5925,2319916.396,41872.34116,4796266.081,4796266.081
 02/06  04:00:00,17952860.38,29757538.33,1887101.308,588618.8275,272139.4137,67489.54114,4527772.26,77846.32275,4383710.282,4383710.282
 02/06  05:00:00,18531984.91,35546089.69,2098031.992,654411.6769,301001.6125,47011.66764,5298047.572,90280.19464,8525319.995,8525319.995
 02/06  06:00:00,19111109.43,60538296.22,5756753.656,1795628.869,822423.2989,4768.121736,27140130.79,212564.5425,5694917.453,5694917.453
 02/06  07:00:00,21427607.55,93614679.51,13515268.45,4215640.906,1930822.878,86412.80665,42978658.13,436588.3524,9023679.63,9023679.63
 02/06  08:00:00,24323230.19,91180633.58,17103223.81,5334784.892,2443406.578,77926.85055,27921205.78,346295.9162,13630554.72,13630554.72
 02/06  09:00:00,24902354.72,88668278.83,18175923.3,5669378.01,2584077.338,15518.00552,20338946.76,290942.6566,16691136.43,16691136.43
 02/06  10:00:00,24902354.72,83657106.88,18683578.11,5827724.136,2644024.494,45496.31744,11319233.91,174482.5269,20060212.67,20060212.67
 02/06  11:00:00,24902354.72,78268634.88,18175584.49,5669272.33,2571451.336,95350.10987,5896008.694,91680.65198,20866932.51,20866932.51
 02/06  12:00:00,25481479.25,76800513.24,17471773.1,5449741.649,2470903.194,145827.2627,3494061.365,56557.11281,22230170.31,22230170.31
 02/06  13:00:00,26060603.77,103631250.5,16963779.47,5291289.843,2398330.036,270882.6536,1418873.742,29701.16243,51197789.19,51197789.19
 02/06  14:00:00,26060603.77,100412414.6,16814294.9,5244663.075,2376974.32,316139.9235,299328.6994,16096.00337,49284313.17,49284313.17
 02/06  15:00:00,25481479.25,69927266.84,17017381.44,5308009.202,2391313.391,287993.1155,0,10672.62859,19430417.82,19430417.82
 02/06  16:00:00,26639728.3,72463976.38,18344809.79,5722056.565,2498728.352,721616.0545,0,23662.62887,18513374.69,18513374.69
 02/06  17:00:00,27797977.36,83769984.39,22132002.26,6903345.977,2845264.53,852085.7312,0,28216.42876,23211092.09,23211092.09
 02/06  18:00:00,30114475.47,111726538.1,29283350.55,9133972.506,3622555.945,9209627.753,142585.3179,312542.4112,29907428.13,29907428.13
 02/06  19:00:00,30693600,118236038.5,36634904.16,11427046.47,4687055.576,8123372.458,433185.7522,282135.2596,25954738.8,25954738.8
 02/06  20:00:00,28956226.42,110690310.7,38194225.01,11913425.02,5369331.349,6624944.695,0,223794.0149,19408364.07,19408364.07
 02/06  21:00:00,27218852.83,96663387.5,32465634.81,10126580.81,5085296.064,4520675.606,405675.8721,158238.4322,16682433.07,16682433.07
 02/06  22:00:00,26060603.77,83415249.55,24585954.75,7668775.278,4089467.377,3225289.231,1864005.544,136151.2365,15785002.36,15785002.36
 02/06  23:00:00,23164981.13,72119920.83,21154495.1,6598444.953,3606194.078,1968428.4,2511455.027,102618.5569,13013302.76,13013302.76
 02/06  24:00:00,20848483.02,44700646.34,9501203.977,2963586.28,1370171.315,970796.9726,0,30207.53889,9016196.937,9016196.937
 02/07  01:00:00,20269358.49,33996045.39,4717753.269,1471547.069,680348.5344,569674.4002,0,17123.27619,6270240.348,6270240.348
 02/07  02:00:00,19111109.43,29133916.88,2830651.962,882928.2412,408209.1206,347678.1792,0,10280.51763,5543059.427,5543059.427
 02/07  03:00:00,18531984.91,28562563.48,1887101.308,588618.8275,272139.4137,171007.6126,2272990.762,42454.56947,4796266.081,4796266.081
 02/07  04:00:00,17952860.38,29183454.74,1887101.308,588618.8275,272139.4137,105463.2421,3925502.382,68058.91035,4383710.282,4383710.282
 02/07  05:00:00,18531984.91,31487148.06,2098031.992,654411.6769,301001.6125,65820.85802,4819201.772,82052.97435,4934642.27,4934642.27
 02/07  06:00:00,19111109.43,59475132.35,5756753.656,1795628.869,822423.2989,37592.80067,26049373.2,207323.8068,5694917.453,5694917.453
 02/07  07:00:00,21427607.55,86617741.48,13515268.45,4215640.906,1930822.878,77122.53622,36067383.94,360215.1144,9023679.63,9023679.63
 02/07  08:00:00,24323230.19,84047556.25,17103223.81,5334784.892,2443406.578,101790.5645,20842424.3,268140.6161,13630554.72,13630554.72
 02/07  09:00:00,24902354.72,83801562.29,18175923.3,5669378.01,2584077.338,26908.52841,15518524.56,233259.3183,16691136.43,16691136.43
 02/07  10:00:00,24902354.72,85660173.11,18683578.11,5827724.136,2644024.494,4415.468106,9952910.794,154183.7528,23490981.36,23490981.36
 02/07  11:00:00,24902354.72,111868745.3,18175584.49,5669272.33,2571451.336,87638.60702,5362050.406,83565.3233,55016827.4,55016827.4
 02/07  12:00:00,25481479.25,95960469.65,17471773.1,5449741.649,2470903.194,132105.579,2665457.703,43650.14199,42245358.7,42245358.7
 02/07  13:00:00,26060603.77,74800452.36,16963779.47,5291289.843,2398330.036,126426.7222,1824893.288,30397.86943,22104731.35,22104731.35
 02/07  14:00:00,26060603.77,71011612.88,16814294.9,5244663.075,2376974.32,141896.5342,581530.018,13644.50046,19778005.76,19778005.76
 02/07  15:00:00,25481479.25,70032709.15,17017381.44,5308009.202,2391313.391,150455.9084,244530.4725,9121.673808,19430417.82,19430417.82
 02/07  16:00:00,26639728.3,71917746.08,18344809.79,5722056.565,2498728.352,156192.8702,36448.31102,6407.201842,18513374.69,18513374.69
 02/07  17:00:00,27797977.36,83360047.57,22132002.26,6903345.977,2845264.53,394251.4567,62456.14198,13657.75072,23211092.09,23211092.09
 02/07  18:00:00,30114475.47,108024957.4,29283350.55,9133972.506,3622555.945,5231372.389,549184.072,182618.3466,29907428.13,29907428.13
 02/07  19:00:00,30693600,116106766.1,36634904.16,11427046.47,4687055.576,5696457.363,806988.4698,205975.232,25954738.8,25954738.8
 02/07  20:00:00,28956226.42,109383699.8,38194225.01,11913425.02,5369331.349,5360332.686,0,181795.1837,19408364.07,19408364.07
 02/07  21:00:00,27218852.83,96358311.33,32465634.81,10126580.81,5085296.064,4327725.749,302008.2209,149779.5133,16682433.07,16682433.07
 02/07  22:00:00,26060603.77,82844694.55,24585954.75,7668775.278,4089467.377,3592331.75,929503.1399,133056.1203,15785002.36,15785002.36
 02/07  23:00:00,23164981.13,71759022.01,21154495.1,6598444.953,3606194.078,2334924.364,1783912.786,102766.8354,13013302.76,13013302.76
 02/07  24:00:00,20848483.02,44935040.39,9501203.977,2963586.28,1370171.315,1197761.264,0,37637.60237,9016196.937,9016196.937
 02/08  01:00:00,20269358.49,34219155.98,4717753.269,1471547.069,680348.5344,785895.4816,0,24012.79226,6270240.348,6270240.348
 02/08  02:00:00,19111109.43,29346067.66,2830651.962,882928.2412,408209.1206,553584.1416,0,16525.33041,5543059.427,5543059.427
 02/08  03:00:00,18531984.91,26511892.78,1887101.308,588618.8275,272139.4137,423327.2416,0,12455.00424,4796266.081,4796266.081
 02/08  04:00:00,17952860.38,25430121.4,1887101.308,588618.8275,272139.4137,283369.7256,53231.95048,9089.519298,4383710.282,4383710.282
 02/08  05:00:00,18531984.91,28357855.83,2098031.992,654411.6769,301001.6125,179514.2172,1627004.404,31264.75078,4934642.27,4934642.27
 02/08  06:00:00,19111109.43,49765489.92,5756753.656,1795628.869,822423.2989,142139.6378,16310453.32,132064.2539,5694917.453,5694917.453
 02/08  07:00:00,21427607.55,74505523.65,13515268.45,4215640.906,1930822.878,293581.1267,23838038.52,260884.5916,9023679.63,9023679.63
 02/08  08:00:00,24323230.19,78662615.36,17103223.81,5334784.892,2443406.578,278886.3091,15342124.76,206404.1056,13630554.72,13630554.72
 02/08  09:00:00,24902354.72,78318750.97,18175923.3,5669378.01,2584077.338,228968.7206,9910331.019,156581.3745,16691136.43,16691136.43
 02/08  10:00:00,24902354.72,78687818.11,18683578.11,5827724.136,2644024.494,71143.35285,6398245.298,100535.3232,20060212.67,20060212.67
 02/08  11:00:00,24902354.72,76147280.69,18175584.49,5669272.33,2571451.336,122090.6221,3778928.024,60665.72908,20866932.51,20866932.51
 02/08  12:00:00,25481479.25,75490510.1,17471773.1,5449741.649,2470903.194,176649.1821,2171456.873,38335.49032,22230170.31,22230170.31
 02/08  13:00:00,26060603.77,74328473.35,16963779.47,5291289.843,2398330.036,220777.6333,1262995.344,25965.889,22104731.35,22104731.35
 02/08  14:00:00,26060603.77,70750942.58,16814294.9,5244663.075,2376974.32,249815.9669,214129.3278,12455.45856,19778005.76,19778005.76
 02/08  15:00:00,25481479.25,70052664.66,17017381.44,5308009.202,2391313.391,410082.794,0,13980.76714,19430417.82,19430417.82
 02/08  16:00:00,26639728.3,72668539.03,18344809.79,5722056.565,2498728.352,920283.7623,0,29557.57109,18513374.69,18513374.69
 02/08  17:00:00,27797977.36,83945372.9,22132002.26,6903345.977,2845264.53,1022348.145,0,33342.53026,23211092.09,23211092.09
 02/08  18:00:00,30114475.47,113971484.6,29283350.55,9133972.506,3622555.945,11279798.32,248845.1599,381058.4591,29907428.13,29907428.13
 02/08  19:00:00,30693600,119471731.7,36634904.16,11427046.47,4687055.576,9119450.608,639450.6083,315485.4383,25954738.8,25954738.8
 02/08  20:00:00,28956226.42,111930978,38194225.01,11913425.02,5369331.349,7613507.545,220050.7459,255847.762,19408364.07,19408364.07
 02/08  21:00:00,27218852.83,98781825.99,32465634.81,10126580.81,5085296.064,5645563.668,1350557.07,206907.6662,16682433.07,16682433.07
 02/08  22:00:00,26060603.77,84678116.26,24585954.75,7668775.278,4089467.377,4012257.817,2308242.738,167808.5273,15785002.36,15785002.36
 02/08  23:00:00,23164981.13,73088895.84,21154495.1,6598444.953,3606194.078,1982986.207,3449770.709,118720.9066,13013302.76,13013302.76
 02/08  24:00:00,20848483.02,44574600.67,9501203.977,2963586.28,1370171.315,848366.2057,0,26592.93576,9016196.937,9016196.937
 02/09  01:00:00,20269358.49,33957528.13,4717753.269,1471547.069,680348.5344,532104.7853,0,16175.636,6270240.348,6270240.348
 02/09  02:00:00,19111109.43,29701930.24,2830651.962,882928.2412,408209.1206,344608.7456,562035.6396,19327.67293,5543059.427,5543059.427
 02/09  03:00:00,18531984.91,29319784.6,1887101.308,588618.8275,272139.4137,154973.6386,3034231.649,54468.77628,4796266.081,4796266.081
 02/09  04:00:00,17952860.38,29889528.33,1887101.308,588618.8275,272139.4137,99645.63132,4625586.393,79865.27163,4383710.282,4383710.282
 02/09  05:00:00,18531984.91,31955789.77,2098031.992,654411.6769,301001.6125,61437.84494,5284375.647,89903.82457,4934642.27,4934642.27
 02/09  06:00:00,19111109.43,59338315.7,5756753.656,1795628.869,822423.2989,37765.08296,25913915.1,205802.8001,5694917.453,5694917.453
 02/09  07:00:00,21427607.55,119683373.7,13515268.45,4215640.906,1930822.878,246319.5192,36585735.4,358345.2438,41403633.13,41403633.13
 02/09  08:00:00,24323230.19,87986499.79,17103223.81,5334784.892,2443406.578,91184.33669,24754958.29,305156.6017,13630554.72,13630554.72
 02/09  09:00:00,24902354.72,87340510.99,18175923.3,5669378.01,2584077.338,16300.08569,19029383.43,271957.684,16691136.43,16691136.43
 02/09  10:00:00,24902354.72,83292986.88,18683578.11,5827724.136,2644024.494,15933.0972,10990561.46,168598.1866,20060212.67,20060212.67
 02/09  11:00:00,24902354.72,77981685.71,18175584.49,5669272.33,2571451.336,73551.86771,5635421.31,87117.15591,20866932.51,20866932.51
 02/09  12:00:00,25481479.25,76499193.02,17471773.1,5449741.649,2470903.194,129886.6165,3213395.64,51843.20287,22230170.31,22230170.31
 02/09  13:00:00,26060603.77,74985348.21,16963779.47,5291289.843,2398330.036,183675.0499,1948556.161,34378.97082,22104731.35,22104731.35
 02/09  14:00:00,26060603.77,71029018.51,16814294.9,5244663.075,2376974.32,232359.7445,278934.3901,12665.25326,20008522.83,20008522.83
 02/09  15:00:00,25481479.25,75889282.14,17017381.44,5308009.202,2391313.391,309779.783,0,11420.89196,25369898.04,25369898.04
 02/09  16:00:00,26639728.3,76605584.87,18344809.79,5722056.565,2498728.352,855312.7404,0,27624.75802,22517324.26,22517324.26
 02/09  17:00:00,27797977.36,83845266.02,22132002.26,6903345.977,2845264.53,925157.9149,0,30425.85957,23211092.09,23211092.09
 02/09  18:00:00,30114475.47,112585622.8,29283350.55,9133972.506,3622555.945,10069272.12,116467.8051,338100.0475,29907428.13,29907428.13
 02/09  19:00:00,30693600,118798399.8,36634904.16,11427046.47,4687055.576,8723849.4,376699.9237,300505.4549,25954738.8,25954738.8
 02/09  20:00:00,28956226.42,111239351.6,38194225.01,11913425.02,5369331.349,7155842.063,0,241935.9352,19408364.07,19408364.07
 02/09  21:00:00,27218852.83,97083154.6,32465634.81,10126580.81,5085296.064,5237244.86,88935.21488,178176.9402,16682433.07,16682433.07
